                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     85,                 2.4208,                 4.8348,                 2.3461,                      0,                      0,                      0,                      0,                 3.4338,                 6.1797,                 3.1148,             7.2251e-05,             7.2251e-05,             7.2251e-05
                     86,                 2.0497,                 4.7688,                 2.0816,                      0,                      0,                      0,                      0,                 3.4338,                 6.1797,                 3.1148,             7.2777e-05,             7.2777e-05,             7.2777e-05
                     87,                 1.8652,                  4.685,                 2.0808,                      0,                      0,                      0,                      0,                 3.4338,                 6.1797,                 3.1148,             7.3296e-05,             7.3296e-05,             7.3296e-05
                     88,                 1.9115,                 4.8205,                 2.0766,                      0,                      0,                      0,                      0,                 3.4338,                 6.1797,                 3.1148,             7.3807e-05,             7.3807e-05,             7.3807e-05
                     89,                 2.1812,                 4.7746,                 2.2119,                      0,                      0,                      0,                      0,                 3.4338,                 6.1797,                 3.1148,             7.4309e-05,             7.4309e-05,             7.4309e-05
                     90,                 1.6459,                 4.5615,                 1.8497,                      0,                      0,                      0,                      0,                 3.4338,                 6.1797,                 3.1148,             7.4804e-05,             7.4804e-05,             7.4804e-05
                     91,                 1.8761,                 4.7147,                 2.0829,                      0,                      0,                      0,                      0,                 3.3688,                 6.1675,                 3.0931,             7.5291e-05,             7.5291e-05,             7.5291e-05
                     92,                 2.1713,                 4.8409,                  2.089,                      0,                      0,                      0,                      0,                 3.3688,                 6.1675,                 3.0931,             7.5771e-05,             7.5771e-05,             7.5771e-05
                     93,                 2.1779,                 4.8128,                 2.1431,                      0,                      0,                      0,                      0,                 3.3688,                 6.1675,                 3.0931,             7.6242e-05,             7.6242e-05,             7.6242e-05
                     94,                 1.7977,                 4.5991,                  2.065,                      0,                      0,                      0,                      0,                 3.3688,                 6.1675,                 3.0931,             7.6705e-05,             7.6705e-05,             7.6705e-05
                     95,                 1.7391,                 4.6505,                 2.0501,                      0,                      0,                      0,                      0,                 3.3688,                 6.1675,                 3.0931,             7.7161e-05,             7.7161e-05,             7.7161e-05
                     96,                 1.8455,                 4.7433,                 2.0425,                      0,                      0,                      0,                      0,                 3.3688,                 6.1675,                 3.0931,             7.7609e-05,             7.7609e-05,             7.7609e-05
                     97,                 1.7775,                  4.563,                 1.9961,                      0,                      0,                      0,                      0,                 3.3688,                 6.1675,                 3.0931,             7.8049e-05,             7.8049e-05,             7.8049e-05
                     98,                 1.9064,                 4.6442,                 2.1135,                      0,                      0,                      0,                      0,                 3.3688,                 6.1675,                 3.0931,             7.8481e-05,             7.8481e-05,             7.8481e-05
                     99,                 1.7402,                 4.6248,                  2.102,                      0,                      0,                      0,                      0,                 3.3203,                 6.1933,                 3.0603,             7.8905e-05,             7.8905e-05,             7.8905e-05
                    100,                 1.8113,                 4.6933,                 2.1121,                      0,                      0,                      0,                      0,                 3.3203,                 6.1933,                 3.0603,             7.9321e-05,             7.9321e-05,             7.9321e-05
                    101,                 2.0168,                  4.716,                 2.1931,                      0,                      0,                      0,                      0,                 3.3203,                 6.1933,                 3.0603,              7.973e-05,              7.973e-05,              7.973e-05
                    102,                 2.1221,                  4.868,                 2.2118,                      0,                      0,                      0,                      0,                 3.3203,                 6.1933,                 3.0603,              7.973e-05,              7.973e-05,              7.973e-05
                    103,                 2.1808,                 5.0631,                 2.0974,                      0,                      0,                      0,                      0,                 3.3203,                 6.1933,                 3.0603,             7.9337e-05,             7.9337e-05,             7.9337e-05
                    104,                 1.8187,                 4.5677,                 1.8433,                      0,                      0,                      0,                      0,                 3.3203,                 6.1933,                 3.0603,             7.8945e-05,             7.8945e-05,             7.8945e-05
                    105,                 2.2068,                 4.8502,                 2.2268,                      0,                      0,                      0,                      0,                 3.3203,                 6.1933,                 3.0603,             7.8552e-05,             7.8552e-05,             7.8552e-05
                    106,                 2.0854,                 4.9082,                 2.1323,                      0,                      0,                      0,                      0,                 3.3203,                 6.1933,                 3.0603,             7.8159e-05,             7.8159e-05,             7.8159e-05
                    107,                 1.7836,                 4.8291,                 2.1495,                      0,                      0,                      0,                      0,                 3.0478,                 6.0831,                   2.93,             7.7766e-05,             7.7766e-05,             7.7766e-05
                    108,                 1.7272,                 4.6399,                 1.9356,                      0,                      0,                      0,                      0,                 3.0478,                 6.0831,                   2.93,             7.7374e-05,             7.7374e-05,             7.7374e-05
                    109,                 1.7534,                 4.6992,                 2.1067,                      0,                      0,                      0,                      0,                 3.0478,                 6.0831,                   2.93,             7.6981e-05,             7.6981e-05,             7.6981e-05
                    110,                 2.2458,                 4.8562,                 2.1201,                      0,                      0,                      0,                      0,                 3.0478,                 6.0831,                   2.93,             7.6588e-05,             7.6588e-05,             7.6588e-05
                    111,                 1.8365,                 4.7142,                 2.0945,                      0,                      0,                      0,                      0,                 3.0478,                 6.0831,                   2.93,             7.6196e-05,             7.6196e-05,             7.6196e-05
                    112,                  1.955,                 4.9244,                 1.9981,                      0,                      0,                      0,                      0,                 3.0478,                 6.0831,                   2.93,             7.5803e-05,             7.5803e-05,             7.5803e-05
                    113,                 1.5523,                 4.5462,                 1.8845,                      0,                      0,                      0,                      0,                 3.0478,                 6.0831,                   2.93,              7.541e-05,              7.541e-05,              7.541e-05
                    114,                 2.0077,                 4.7173,                 1.9932,                      0,                      0,                      0,                      0,                 3.0478,                 6.0831,                   2.93,             7.5018e-05,             7.5018e-05,             7.5018e-05
                    115,                 2.1601,                 4.7565,                 2.1091,                      0,                      0,                      0,                      0,                 2.9577,                 6.0567,                 2.8994,             7.4625e-05,             7.4625e-05,             7.4625e-05
                    116,                 1.9347,                 4.6457,                 2.0017,                      0,                      0,                      0,                      0,                 2.9577,                 6.0567,                 2.8994,             7.4232e-05,             7.4232e-05,             7.4232e-05
                    117,                 1.9596,                  4.801,                 2.0614,                      0,                      0,                      0,                      0,                 2.9577,                 6.0567,                 2.8994,              7.384e-05,              7.384e-05,              7.384e-05
                    118,                 1.7047,                 4.5841,                 2.0174,                      0,                      0,                      0,                      0,                 2.9577,                 6.0567,                 2.8994,             7.3447e-05,             7.3447e-05,             7.3447e-05
                    119,                 2.0171,                  4.511,                 2.2266,                      0,                      0,                      0,                      0,                 2.9577,                 6.0567,                 2.8994,             7.3054e-05,             7.3054e-05,             7.3054e-05
                    120,                 1.9083,                 4.5316,                 2.0565,                      0,                      0,                      0,                      0,                 2.9577,                 6.0567,                 2.8994,             7.2661e-05,             7.2661e-05,             7.2661e-05
                    121,                 1.6738,                 4.6905,                 1.9161,                      0,                      0,                      0,                      0,                 2.9577,                 6.0567,                 2.8994,             7.2269e-05,             7.2269e-05,             7.2269e-05
                    122,                  1.513,                 4.8899,                 1.9759,                      0,                      0,                      0,                      0,                 2.9577,                 6.0567,                 2.8994,             7.1876e-05,             7.1876e-05,             7.1876e-05
                    123,                 1.9087,                   4.75,                 1.9386,                      0,                      0,                      0,                      0,                 2.9856,                 6.0871,                  2.893,             7.1483e-05,             7.1483e-05,             7.1483e-05
                    124,                 1.8972,                  4.651,                 2.0063,                      0,                      0,                      0,                      0,                 2.9856,                 6.0871,                  2.893,             7.1091e-05,             7.1091e-05,             7.1091e-05
                    125,                 1.7661,                 4.4261,                 1.9469,                      0,                      0,                      0,                      0,                 2.9856,                 6.0871,                  2.893,             7.0698e-05,             7.0698e-05,             7.0698e-05
                    126,                 1.9047,                 4.4307,                 2.0183,                      0,                      0,                      0,                      0,                 2.9856,                 6.0871,                  2.893,             7.0305e-05,             7.0305e-05,             7.0305e-05
                    127,                 1.8892,                 4.5976,                 2.0254,                      0,                      0,                      0,                      0,                 2.9856,                 6.0871,                  2.893,             6.9912e-05,             6.9912e-05,             6.9912e-05
                    128,                 1.3165,                 4.2109,                 1.7607,                      0,                      0,                      0,                      0,                 2.9856,                 6.0871,                  2.893,              6.952e-05,              6.952e-05,              6.952e-05
                    129,                 1.7663,                 4.8567,                 2.1348,                      0,                      0,                      0,                      0,                 2.9856,                 6.0871,                  2.893,             6.9127e-05,             6.9127e-05,             6.9127e-05
                    130,                 1.9988,                 4.5093,                 2.2142,                      0,                      0,                      0,                      0,                 2.9856,                 6.0871,                  2.893,             6.8734e-05,             6.8734e-05,             6.8734e-05
                    131,                 1.8419,                 4.6702,                 1.9103,                      0,                      0,                      0,                      0,                 3.0179,                 6.1427,                 2.9092,             6.8342e-05,             6.8342e-05,             6.8342e-05
                    132,                 1.9019,                 4.6477,                 2.0668,                      0,                      0,                      0,                      0,                 3.0179,                 6.1427,                 2.9092,             6.7949e-05,             6.7949e-05,             6.7949e-05
                    133,                 1.7909,                 4.6035,                  1.844,                      0,                      0,                      0,                      0,                 3.0179,                 6.1427,                 2.9092,             6.7556e-05,             6.7556e-05,             6.7556e-05
                    134,                 1.6378,                 4.4228,                 1.9315,                      0,                      0,                      0,                      0,                 3.0179,                 6.1427,                 2.9092,             6.7164e-05,             6.7164e-05,             6.7164e-05
                    135,                 1.9202,                 4.6223,                 1.9345,                      0,                      0,                      0,                      0,                 3.0179,                 6.1427,                 2.9092,             6.6771e-05,             6.6771e-05,             6.6771e-05
                    136,                 1.9932,                 4.6537,                 2.2775,                      0,                      0,                      0,                      0,                 3.0179,                 6.1427,                 2.9092,             6.6378e-05,             6.6378e-05,             6.6378e-05
                    137,                 2.0903,                 4.8309,                 2.0861,                      0,                      0,                      0,                      0,                 3.0179,                 6.1427,                 2.9092,             6.5986e-05,             6.5986e-05,             6.5986e-05
                    138,                 1.6098,                 4.5952,                 1.8648,                      0,                      0,                      0,                      0,                 3.0179,                 6.1427,                 2.9092,             6.5593e-05,             6.5593e-05,             6.5593e-05
                    139,                 2.2088,                 4.8887,                 2.0844,                      0,                      0,                      0,                      0,                 3.0732,                 6.1938,                 2.9371,               6.52e-05,               6.52e-05,               6.52e-05
                    140,                 1.6492,                 4.4168,                 1.9748,                      0,                      0,                      0,                      0,                 3.0732,                 6.1938,                 2.9371,             6.4807e-05,             6.4807e-05,             6.4807e-05
                    141,                 1.7603,                 4.5733,                 2.0256,                      0,                      0,                      0,                      0,                 3.0732,                 6.1938,                 2.9371,             6.4415e-05,             6.4415e-05,             6.4415e-05
                    142,                 1.9001,                  4.705,                 2.0747,                      0,                      0,                      0,                      0,                 3.0732,                 6.1938,                 2.9371,             6.4022e-05,             6.4022e-05,             6.4022e-05
                    143,                 2.0526,                 4.6425,                 2.0125,                      0,                      0,                      0,                      0,                 3.0732,                 6.1938,                 2.9371,             6.3629e-05,             6.3629e-05,             6.3629e-05
                    144,                  1.926,                  4.507,                  2.092,                      0,                      0,                      0,                      0,                 3.0732,                 6.1938,                 2.9371,             6.3237e-05,             6.3237e-05,             6.3237e-05
                    145,                 1.8372,                 4.7492,                 2.1464,                      0,                      0,                      0,                      0,                 3.0732,                 6.1938,                 2.9371,             6.2844e-05,             6.2844e-05,             6.2844e-05
                    146,                 1.9297,                 4.6396,                 2.1946,                      0,                      0,                      0,                      0,                 3.0732,                 6.1938,                 2.9371,             6.2451e-05,             6.2451e-05,             6.2451e-05
                    147,                 1.9245,                 4.6182,                 2.2762,                      0,                      0,                      0,                      0,                 3.1766,                  6.175,                  2.991,             6.2059e-05,             6.2059e-05,             6.2059e-05
                    148,                   1.54,                 4.5449,                 1.8123,                      0,                      0,                      0,                      0,                 3.1766,                  6.175,                  2.991,             6.1666e-05,             6.1666e-05,             6.1666e-05
                    149,                 1.5799,                 4.4366,                 1.9405,                      0,                      0,                      0,                      0,                 3.1766,                  6.175,                  2.991,             6.1273e-05,             6.1273e-05,             6.1273e-05
                    150,                 1.8572,                 4.7115,                 2.0339,                      0,                      0,                      0,                      0,                 3.1766,                  6.175,                  2.991,              6.088e-05,              6.088e-05,              6.088e-05
                    151,                 1.8731,                 4.6435,                 1.9313,                      0,                      0,                      0,                      0,                 3.1766,                  6.175,                  2.991,             6.0488e-05,             6.0488e-05,             6.0488e-05
                    152,                 1.8044,                  4.469,                 2.0454,                      0,                      0,                      0,                      0,                 3.1766,                  6.175,                  2.991,             6.0095e-05,             6.0095e-05,             6.0095e-05
                    153,                 1.7978,                 4.5621,                  1.974,                      0,                      0,                      0,                      0,                 3.1766,                  6.175,                  2.991,             5.9702e-05,             5.9702e-05,             5.9702e-05
                    154,                  1.905,                 4.3802,                 2.0993,                      0,                      0,                      0,                      0,                 3.1766,                  6.175,                  2.991,              5.931e-05,              5.931e-05,              5.931e-05
                    155,                 1.6331,                 4.4648,                 2.0331,                      0,                      0,                      0,                      0,                 3.1045,                 6.1277,                 2.9665,             5.8917e-05,             5.8917e-05,             5.8917e-05
                    156,                 1.8834,                 4.5671,                 2.2658,                      0,                      0,                      0,                      0,                 3.1045,                 6.1277,                 2.9665,             5.8524e-05,             5.8524e-05,             5.8524e-05
