                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 2.7877,                 5.4246,                 2.4885,                      0,                      0,                      0,                      0,                 3.5066,                 5.8996,                 3.1602,             4.2045e-05,             4.2045e-05,             4.2045e-05
                     21,                 3.0944,                 5.1771,                 3.1568,                      0,                      0,                      0,                      0,                 3.5066,                 5.8996,                 3.1602,              4.396e-05,              4.396e-05,              4.396e-05
                     22,                 2.4456,                  5.036,                 2.5323,                      0,                      0,                      0,                      0,                 3.5066,                 5.8996,                 3.1602,             4.5851e-05,             4.5851e-05,             4.5851e-05
                     23,                 2.6968,                 5.1191,                 2.7235,                      0,                      0,                      0,                      0,                 3.5066,                 5.8996,                 3.1602,             4.7718e-05,             4.7718e-05,             4.7718e-05
                     24,                 2.7319,                 5.0442,                 2.7189,                      0,                      0,                      0,                      0,                 3.5066,                 5.8996,                 3.1602,             4.9562e-05,             4.9562e-05,             4.9562e-05
                     25,                  2.825,                 5.8299,                 3.0216,                      0,                      0,                      0,                      0,                 3.5066,                 5.8996,                 3.1602,             5.1383e-05,             5.1383e-05,             5.1383e-05
                     26,                 2.8375,                 5.3568,                 2.6176,                      0,                      0,                      0,                      0,                 3.5066,                 5.8996,                 3.1602,              5.318e-05,              5.318e-05,              5.318e-05
                     27,                 3.2829,                 5.3738,                 3.0488,                      0,                      0,                      0,                      0,                 3.4802,                 5.8839,                 3.1229,             5.4953e-05,             5.4953e-05,             5.4953e-05
                     28,                 2.6582,                 5.5019,                  2.444,                      0,                      0,                      0,                      0,                 3.4802,                 5.8839,                 3.1229,             5.6703e-05,             5.6703e-05,             5.6703e-05
                     29,                 2.7059,                 5.1376,                 2.4215,                      0,                      0,                      0,                      0,                 3.4802,                 5.8839,                 3.1229,             5.8429e-05,             5.8429e-05,             5.8429e-05
                     30,                 2.8462,                 5.1464,                 2.7544,                      0,                      0,                      0,                      0,                 3.4802,                 5.8839,                 3.1229,             6.0131e-05,             6.0131e-05,             6.0131e-05
                     31,                 2.6912,                 5.3833,                 2.8241,                      0,                      0,                      0,                      0,                 3.4802,                 5.8839,                 3.1229,              6.181e-05,              6.181e-05,              6.181e-05
                     32,                 2.8664,                 5.3502,                 2.6856,                      0,                      0,                      0,                      0,                 3.4802,                 5.8839,                 3.1229,             6.3466e-05,             6.3466e-05,             6.3466e-05
                     33,                 2.7906,                 5.0302,                 2.9854,                      0,                      0,                      0,                      0,                 3.4802,                 5.8839,                 3.1229,             6.5098e-05,             6.5098e-05,             6.5098e-05
                     34,                 2.3473,                 5.1211,                 2.3763,                      0,                      0,                      0,                      0,                 3.4802,                 5.8839,                 3.1229,             6.6706e-05,             6.6706e-05,             6.6706e-05
                     35,                 2.4248,                 5.1518,                 2.6347,                      0,                      0,                      0,                      0,                 3.4802,                 5.8839,                 3.1229,             6.8291e-05,             6.8291e-05,             6.8291e-05
                     36,                 2.5134,                  5.182,                 2.5922,                      0,                      0,                      0,                      0,                 3.4802,                 5.8839,                 3.1229,             6.9852e-05,             6.9852e-05,             6.9852e-05
                     37,                 2.5539,                 5.1315,                 2.5412,                      0,                      0,                      0,                      0,                 3.4802,                 5.8839,                 3.1229,              7.139e-05,              7.139e-05,              7.139e-05
                     38,                 2.5141,                 5.1122,                 2.5074,                      0,                      0,                      0,                      0,                 3.4802,                 5.8839,                 3.1229,             7.2904e-05,             7.2904e-05,             7.2904e-05
                     39,                 2.8028,                 5.1371,                 3.1067,                      0,                      0,                      0,                      0,                 3.4802,                 5.8839,                 3.1229,             7.4394e-05,             7.4394e-05,             7.4394e-05
                     40,                 3.1218,                 5.6668,                  2.797,                      0,                      0,                      0,                      0,                 3.4234,                 5.9383,                 3.0625,             7.5861e-05,             7.5861e-05,             7.5861e-05
                     41,                 2.0998,                 5.1859,                 2.4217,                      0,                      0,                      0,                      0,                 3.4234,                 5.9383,                 3.0625,             7.7305e-05,             7.7305e-05,             7.7305e-05
                     42,                 2.8562,                 5.4643,                 2.5991,                      0,                      0,                      0,                      0,                 3.4234,                 5.9383,                 3.0625,             7.8725e-05,             7.8725e-05,             7.8725e-05
                     43,                 2.5585,                 5.2493,                  2.816,                      0,                      0,                      0,                      0,                 3.4234,                 5.9383,                 3.0625,             8.0121e-05,             8.0121e-05,             8.0121e-05
                     44,                 2.4594,                 5.1193,                 2.5309,                      0,                      0,                      0,                      0,                 3.4234,                 5.9383,                 3.0625,             8.1494e-05,             8.1494e-05,             8.1494e-05
                     45,                 2.7069,                 5.0447,                 2.8154,                      0,                      0,                      0,                      0,                 3.4234,                 5.9383,                 3.0625,             8.2843e-05,             8.2843e-05,             8.2843e-05
                     46,                 2.4474,                 4.9124,                 2.5796,                      0,                      0,                      0,                      0,                 3.4234,                 5.9383,                 3.0625,             8.4168e-05,             8.4168e-05,             8.4168e-05
                     47,                 2.5545,                 5.0419,                 2.5125,                      0,                      0,                      0,                      0,                 3.4234,                 5.9383,                 3.0625,              8.547e-05,              8.547e-05,              8.547e-05
                     48,                 2.0889,                  5.007,                 2.3108,                      0,                      0,                      0,                      0,                 3.4234,                 5.9383,                 3.0625,             8.6749e-05,             8.6749e-05,             8.6749e-05
                     49,                 2.3795,                 5.2484,                 2.4629,                      0,                      0,                      0,                      0,                 3.4234,                 5.9383,                 3.0625,             8.8004e-05,             8.8004e-05,             8.8004e-05
                     50,                 2.5765,                 5.1119,                 2.6169,                      0,                      0,                      0,                      0,                 3.4234,                 5.9383,                 3.0625,             8.9235e-05,             8.9235e-05,             8.9235e-05
                     51,                 1.8931,                 5.3059,                 2.1007,                      0,                      0,                      0,                      0,                 3.4234,                 5.9383,                 3.0625,             8.9547e-05,             8.9547e-05,             8.9547e-05
                     52,                 2.7301,                 5.3301,                 3.0776,                      0,                      0,                      0,                      0,                 3.4234,                 5.9383,                 3.0625,             8.9547e-05,             8.9547e-05,             8.9547e-05
                     53,                 2.4708,                 4.9477,                 2.5475,                      0,                      0,                      0,                      0,                 3.4234,                 5.9383,                 3.0625,             8.8958e-05,             8.8958e-05,             8.8958e-05
                     54,                 2.3635,                  4.978,                 2.2788,                      0,                      0,                      0,                      0,                 3.4234,                 5.9383,                 3.0625,             8.8369e-05,             8.8369e-05,             8.8369e-05
                     55,                 2.8375,                 5.4054,                 2.7437,                      0,                      0,                      0,                      0,                 3.4234,                 5.9383,                 3.0625,              8.778e-05,              8.778e-05,              8.778e-05
                     56,                 2.4997,                  4.898,                 2.6491,                      0,                      0,                      0,                      0,                   3.48,                 5.9885,                 3.1744,             8.7191e-05,             8.7191e-05,             8.7191e-05
                     57,                  2.353,                 5.0066,                  2.657,                      0,                      0,                      0,                      0,                   3.48,                 5.9885,                 3.1744,             8.6602e-05,             8.6602e-05,             8.6602e-05
                     58,                 2.9242,                 5.4847,                 3.2585,                      0,                      0,                      0,                      0,                   3.48,                 5.9885,                 3.1744,             8.6013e-05,             8.6013e-05,             8.6013e-05
                     59,                 2.2236,                 4.9375,                 2.2733,                      0,                      0,                      0,                      0,                   3.48,                 5.9885,                 3.1744,             8.5424e-05,             8.5424e-05,             8.5424e-05
                     60,                 2.6726,                 5.1557,                  2.677,                      0,                      0,                      0,                      0,                   3.48,                 5.9885,                 3.1744,             8.4835e-05,             8.4835e-05,             8.4835e-05
                     61,                 2.0848,                 4.9308,                 2.3278,                      0,                      0,                      0,                      0,                   3.48,                 5.9885,                 3.1744,             8.4246e-05,             8.4246e-05,             8.4246e-05
                     62,                 2.4897,                 5.3263,                 2.5832,                      0,                      0,                      0,                      0,                   3.48,                 5.9885,                 3.1744,             8.3657e-05,             8.3657e-05,             8.3657e-05
                     63,                 2.4715,                 5.1283,                 2.6466,                      0,                      0,                      0,                      0,                   3.48,                 5.9885,                 3.1744,             8.3068e-05,             8.3068e-05,             8.3068e-05
                     64,                 2.9121,                 5.1233,                 2.7027,                      0,                      0,                      0,                      0,                   3.48,                 5.9885,                 3.1744,             8.2479e-05,             8.2479e-05,             8.2479e-05
                     65,                 2.4705,                  5.112,                 2.3483,                      0,                      0,                      0,                      0,                   3.48,                 5.9885,                 3.1744,              8.189e-05,              8.189e-05,              8.189e-05
                     66,                 2.9113,                 5.4347,                 2.9889,                      0,                      0,                      0,                      0,                   3.48,                 5.9885,                 3.1744,             8.1301e-05,             8.1301e-05,             8.1301e-05
                     67,                 2.1463,                 5.0101,                 2.1874,                      0,                      0,                      0,                      0,                   3.48,                 5.9885,                 3.1744,             8.0712e-05,             8.0712e-05,             8.0712e-05
                     68,                  2.669,                 5.3053,                 2.8236,                      0,                      0,                      0,                      0,                   3.48,                 5.9885,                 3.1744,             8.0123e-05,             8.0123e-05,             8.0123e-05
                     69,                 2.7436,                 5.0204,                 2.7782,                      0,                      0,                      0,                      0,                   3.48,                 5.9885,                 3.1744,             7.9534e-05,             7.9534e-05,             7.9534e-05
                     70,                 2.4327,                 5.4732,                 2.3691,                      0,                      0,                      0,                      0,                   3.48,                 5.9885,                 3.1744,             7.8945e-05,             7.8945e-05,             7.8945e-05
                     71,                 2.4682,                 5.1723,                 2.3683,                      0,                      0,                      0,                      0,                   3.48,                 5.9885,                 3.1744,             7.8356e-05,             7.8356e-05,             7.8356e-05
                     72,                 2.5109,                 5.1976,                 2.2803,                      0,                      0,                      0,                      0,                 3.3771,                 5.9274,                 3.1214,             7.7766e-05,             7.7766e-05,             7.7766e-05
                     73,                 2.6759,                 5.0361,                 2.6657,                      0,                      0,                      0,                      0,                 3.3771,                 5.9274,                 3.1214,             7.7177e-05,             7.7177e-05,             7.7177e-05
                     74,                 2.4337,                 5.0402,                 2.5551,                      0,                      0,                      0,                      0,                 3.3771,                 5.9274,                 3.1214,             7.6588e-05,             7.6588e-05,             7.6588e-05
                     75,                 2.4564,                 5.0991,                 2.6269,                      0,                      0,                      0,                      0,                 3.3771,                 5.9274,                 3.1214,             7.5999e-05,             7.5999e-05,             7.5999e-05
                     76,                  2.561,                 5.1524,                 2.9034,                      0,                      0,                      0,                      0,                 3.3771,                 5.9274,                 3.1214,              7.541e-05,              7.541e-05,              7.541e-05
                     77,                 2.5614,                  5.019,                 2.4631,                      0,                      0,                      0,                      0,                 3.3771,                 5.9274,                 3.1214,             7.4821e-05,             7.4821e-05,             7.4821e-05
                     78,                  2.648,                  4.993,                 2.7025,                      0,                      0,                      0,                      0,                 3.3771,                 5.9274,                 3.1214,             7.4232e-05,             7.4232e-05,             7.4232e-05
                     79,                 2.2466,                 5.2156,                  2.587,                      0,                      0,                      0,                      0,                 3.3771,                 5.9274,                 3.1214,             7.3643e-05,             7.3643e-05,             7.3643e-05
                     80,                 2.6686,                 5.2224,                 2.5585,                      0,                      0,                      0,                      0,                 3.3771,                 5.9274,                 3.1214,             7.3054e-05,             7.3054e-05,             7.3054e-05
                     81,                 2.5846,                 5.0717,                 2.7338,                      0,                      0,                      0,                      0,                 3.3771,                 5.9274,                 3.1214,             7.2465e-05,             7.2465e-05,             7.2465e-05
                     82,                 2.7249,                 5.0522,                 2.6138,                      0,                      0,                      0,                      0,                 3.3771,                 5.9274,                 3.1214,             7.1876e-05,             7.1876e-05,             7.1876e-05
                     83,                 2.2958,                  5.194,                 2.4168,                      0,                      0,                      0,                      0,                 3.3771,                 5.9274,                 3.1214,             7.1287e-05,             7.1287e-05,             7.1287e-05
                     84,                 2.5712,                 4.9901,                 2.6513,                      0,                      0,                      0,                      0,                 3.3771,                 5.9274,                 3.1214,             7.0698e-05,             7.0698e-05,             7.0698e-05
                     85,                 2.8659,                 5.0818,                 2.6747,                      0,                      0,                      0,                      0,                 3.3771,                 5.9274,                 3.1214,             7.0109e-05,             7.0109e-05,             7.0109e-05
                     86,                 2.4926,                  5.233,                 2.5579,                      0,                      0,                      0,                      0,                 3.3771,                 5.9274,                 3.1214,              6.952e-05,              6.952e-05,              6.952e-05
                     87,                 2.2475,                 5.0236,                 2.3447,                      0,                      0,                      0,                      0,                 3.3771,                 5.9274,                 3.1214,             6.8931e-05,             6.8931e-05,             6.8931e-05
                     88,                 2.5178,                 5.1468,                 2.5328,                      0,                      0,                      0,                      0,                 3.4853,                 6.0626,                 3.2197,             6.8342e-05,             6.8342e-05,             6.8342e-05
                     89,                 2.7723,                 5.1175,                 2.6715,                      0,                      0,                      0,                      0,                 3.4853,                 6.0626,                 3.2197,             6.7753e-05,             6.7753e-05,             6.7753e-05
                     90,                 2.1983,                 5.0209,                 2.3083,                      0,                      0,                      0,                      0,                 3.4853,                 6.0626,                 3.2197,             6.7164e-05,             6.7164e-05,             6.7164e-05
                     91,                 3.0779,                 5.1205,                 2.8164,                      0,                      0,                      0,                      0,                 3.4853,                 6.0626,                 3.2197,             6.6575e-05,             6.6575e-05,             6.6575e-05
                     92,                 2.6585,                 5.2265,                 2.4712,                      0,                      0,                      0,                      0,                 3.4853,                 6.0626,                 3.2197,             6.5986e-05,             6.5986e-05,             6.5986e-05
                     93,                  2.657,                 5.0569,                 2.4817,                      0,                      0,                      0,                      0,                 3.4853,                 6.0626,                 3.2197,             6.5396e-05,             6.5396e-05,             6.5396e-05
                     94,                 2.3734,                 4.9635,                 2.5007,                      0,                      0,                      0,                      0,                 3.4853,                 6.0626,                 3.2197,             6.4807e-05,             6.4807e-05,             6.4807e-05
                     95,                 2.4368,                 5.0387,                  2.579,                      0,                      0,                      0,                      0,                 3.4853,                 6.0626,                 3.2197,             6.4218e-05,             6.4218e-05,             6.4218e-05
                     96,                 2.2216,                 5.1044,                 2.3069,                      0,                      0,                      0,                      0,                 3.4853,                 6.0626,                 3.2197,             6.3629e-05,             6.3629e-05,             6.3629e-05
                     97,                 2.3044,                 4.8204,                 2.4032,                      0,                      0,                      0,                      0,                 3.4853,                 6.0626,                 3.2197,              6.304e-05,              6.304e-05,              6.304e-05
                     98,                 2.0912,                   5.07,                 2.3329,                      0,                      0,                      0,                      0,                 3.4853,                 6.0626,                 3.2197,             6.2451e-05,             6.2451e-05,             6.2451e-05
                     99,                 2.5395,                 5.0049,                  2.634,                      0,                      0,                      0,                      0,                 3.4853,                 6.0626,                 3.2197,             6.1862e-05,             6.1862e-05,             6.1862e-05
                    100,                 2.0602,                 5.0245,                 2.3086,                      0,                      0,                      0,                      0,                 3.4853,                 6.0626,                 3.2197,             6.1273e-05,             6.1273e-05,             6.1273e-05
                    101,                 2.4869,                 5.0426,                 2.4634,                      0,                      0,                      0,                      0,                 3.4853,                 6.0626,                 3.2197,             6.0684e-05,             6.0684e-05,             6.0684e-05
                    102,                 2.5099,                 5.1035,                 2.4328,                      0,                      0,                      0,                      0,                 3.4853,                 6.0626,                 3.2197,             6.0095e-05,             6.0095e-05,             6.0095e-05
                    103,                 2.5848,                 5.3181,                 2.4343,                      0,                      0,                      0,                      0,                 3.4853,                 6.0626,                 3.2197,             5.9506e-05,             5.9506e-05,             5.9506e-05
                    104,                 2.3833,                 4.9962,                 2.2939,                      0,                      0,                      0,                      0,                 3.3792,                 5.9657,                 3.2048,             5.8917e-05,             5.8917e-05,             5.8917e-05
                    105,                 2.7105,                 5.1629,                 2.5427,                      0,                      0,                      0,                      0,                 3.3792,                 5.9657,                 3.2048,             5.8328e-05,             5.8328e-05,             5.8328e-05
                    106,                 2.6089,                 5.2915,                 2.4412,                      0,                      0,                      0,                      0,                 3.3792,                 5.9657,                 3.2048,             5.7739e-05,             5.7739e-05,             5.7739e-05
                    107,                 2.6638,                 5.4093,                 2.8594,                      0,                      0,                      0,                      0,                 3.3792,                 5.9657,                 3.2048,              5.715e-05,              5.715e-05,              5.715e-05
                    108,                 2.3685,                 5.0171,                  2.527,                      0,                      0,                      0,                      0,                 3.3792,                 5.9657,                 3.2048,             5.6561e-05,             5.6561e-05,             5.6561e-05
                    109,                 2.5879,                 5.1084,                  2.813,                      0,                      0,                      0,                      0,                 3.3792,                 5.9657,                 3.2048,             5.5972e-05,             5.5972e-05,             5.5972e-05
                    110,                 2.7025,                 5.1971,                  2.484,                      0,                      0,                      0,                      0,                 3.3792,                 5.9657,                 3.2048,             5.5383e-05,             5.5383e-05,             5.5383e-05
                    111,                 2.5537,                 5.0851,                 2.6637,                      0,                      0,                      0,                      0,                 3.3792,                 5.9657,                 3.2048,             5.4794e-05,             5.4794e-05,             5.4794e-05
                    112,                  2.525,                 5.4479,                 2.3486,                      0,                      0,                      0,                      0,                 3.3792,                 5.9657,                 3.2048,             5.4204e-05,             5.4204e-05,             5.4204e-05
                    113,                 2.1524,                 5.0377,                 2.4843,                      0,                      0,                      0,                      0,                 3.3792,                 5.9657,                 3.2048,             5.3615e-05,             5.3615e-05,             5.3615e-05
                    114,                 2.4267,                 5.0691,                 2.3965,                      0,                      0,                      0,                      0,                 3.3792,                 5.9657,                 3.2048,             5.3026e-05,             5.3026e-05,             5.3026e-05
                    115,                  2.821,                 5.0363,                 2.9576,                      0,                      0,                      0,                      0,                 3.3792,                 5.9657,                 3.2048,             5.2437e-05,             5.2437e-05,             5.2437e-05
                    116,                 2.4874,                 4.9004,                  2.481,                      0,                      0,                      0,                      0,                 3.3792,                 5.9657,                 3.2048,             5.1848e-05,             5.1848e-05,             5.1848e-05
                    117,                 2.6141,                 5.2998,                 2.5785,                      0,                      0,                      0,                      0,                 3.3792,                 5.9657,                 3.2048,             5.1259e-05,             5.1259e-05,             5.1259e-05
                    118,                 2.0801,                 5.0132,                 2.1644,                      0,                      0,                      0,                      0,                 3.3792,                 5.9657,                 3.2048,              5.067e-05,              5.067e-05,              5.067e-05
                    119,                 2.6675,                 4.8311,                 2.8955,                      0,                      0,                      0,                      0,                 3.3792,                 5.9657,                 3.2048,             5.0081e-05,             5.0081e-05,             5.0081e-05
                    120,                 2.2575,                  4.919,                 2.3742,                      0,                      0,                      0,                      0,                  3.271,                 5.9389,                 3.0867,             4.9492e-05,             4.9492e-05,             4.9492e-05
                    121,                 2.3998,                  5.222,                 2.4191,                      0,                      0,                      0,                      0,                  3.271,                 5.9389,                 3.0867,             4.8903e-05,             4.8903e-05,             4.8903e-05
                    122,                 1.5247,                 5.0792,                 1.9561,                      0,                      0,                      0,                      0,                  3.271,                 5.9389,                 3.0867,             4.8314e-05,             4.8314e-05,             4.8314e-05
                    123,                 2.2776,                 5.3702,                 2.4464,                      0,                      0,                      0,                      0,                  3.271,                 5.9389,                 3.0867,             4.7725e-05,             4.7725e-05,             4.7725e-05
                    124,                  2.508,                 5.0795,                 2.5163,                      0,                      0,                      0,                      0,                  3.271,                 5.9389,                 3.0867,             4.7136e-05,             4.7136e-05,             4.7136e-05
                    125,                 2.3723,                 4.9924,                 2.3378,                      0,                      0,                      0,                      0,                  3.271,                 5.9389,                 3.0867,             4.6547e-05,             4.6547e-05,             4.6547e-05
                    126,                 2.3306,                 5.2359,                  2.359,                      0,                      0,                      0,                      0,                  3.271,                 5.9389,                 3.0867,             4.5958e-05,             4.5958e-05,             4.5958e-05
                    127,                 2.4523,                 5.0191,                 2.4384,                      0,                      0,                      0,                      0,                  3.271,                 5.9389,                 3.0867,             4.5369e-05,             4.5369e-05,             4.5369e-05
                    128,                 2.1575,                 5.0061,                 2.5062,                      0,                      0,                      0,                      0,                  3.271,                 5.9389,                 3.0867,              4.478e-05,              4.478e-05,              4.478e-05
                    129,                  2.202,                 5.2826,                 2.4966,                      0,                      0,                      0,                      0,                  3.271,                 5.9389,                 3.0867,             4.4191e-05,             4.4191e-05,             4.4191e-05
                    130,                 2.3782,                 5.1018,                 2.6848,                      0,                      0,                      0,                      0,                  3.271,                 5.9389,                 3.0867,             4.3602e-05,             4.3602e-05,             4.3602e-05
                    131,                 2.4546,                 5.1245,                 2.3647,                      0,                      0,                      0,                      0,                  3.271,                 5.9389,                 3.0867,             4.3013e-05,             4.3013e-05,             4.3013e-05
                    132,                 2.3079,                 5.0492,                 2.4074,                      0,                      0,                      0,                      0,                  3.271,                 5.9389,                 3.0867,             4.2423e-05,             4.2423e-05,             4.2423e-05
                    133,                 2.2599,                 4.9263,                  2.233,                      0,                      0,                      0,                      0,                  3.271,                 5.9389,                 3.0867,             4.1834e-05,             4.1834e-05,             4.1834e-05
                    134,                 2.2998,                 4.8339,                    2.4,                      0,                      0,                      0,                      0,                  3.271,                 5.9389,                 3.0867,             4.1245e-05,             4.1245e-05,             4.1245e-05
                    135,                 2.4226,                 4.9733,                 2.3219,                      0,                      0,                      0,                      0,                  3.271,                 5.9389,                 3.0867,             4.0656e-05,             4.0656e-05,             4.0656e-05
                    136,                  2.541,                 5.0941,                  2.873,                      0,                      0,                      0,                      0,                 3.3249,                 6.0504,                 3.0934,             4.0067e-05,             4.0067e-05,             4.0067e-05
                    137,                 2.3952,                 5.2099,                  2.335,                      0,                      0,                      0,                      0,                 3.3249,                 6.0504,                 3.0934,             3.9478e-05,             3.9478e-05,             3.9478e-05
                    138,                 2.2626,                 4.9768,                   2.37,                      0,                      0,                      0,                      0,                 3.3249,                 6.0504,                 3.0934,             3.8889e-05,             3.8889e-05,             3.8889e-05
                    139,                 2.7554,                 5.2658,                 2.3744,                      0,                      0,                      0,                      0,                 3.3249,                 6.0504,                 3.0934,               3.83e-05,               3.83e-05,               3.83e-05
                    140,                 2.1505,                   5.04,                 2.4032,                      0,                      0,                      0,                      0,                 3.3249,                 6.0504,                 3.0934,             3.7711e-05,             3.7711e-05,             3.7711e-05
                    141,                 2.4944,                 5.0736,                 2.4652,                      0,                      0,                      0,                      0,                 3.3249,                 6.0504,                 3.0934,             3.7122e-05,             3.7122e-05,             3.7122e-05
                    142,                 2.3197,                 5.0453,                 2.3774,                      0,                      0,                      0,                      0,                 3.3249,                 6.0504,                 3.0934,             3.6533e-05,             3.6533e-05,             3.6533e-05
                    143,                 2.4503,                 5.0574,                 2.2355,                      0,                      0,                      0,                      0,                 3.3249,                 6.0504,                 3.0934,             3.5944e-05,             3.5944e-05,             3.5944e-05
                    144,                 2.4794,                 4.7938,                 2.5246,                      0,                      0,                      0,                      0,                 3.3249,                 6.0504,                 3.0934,             3.5355e-05,             3.5355e-05,             3.5355e-05
                    145,                 2.4269,                 5.6272,                 2.7704,                      0,                      0,                      0,                      0,                 3.3249,                 6.0504,                 3.0934,             3.4766e-05,             3.4766e-05,             3.4766e-05
                    146,                 2.7436,                 5.0961,                 2.8176,                      0,                      0,                      0,                      0,                 3.3249,                 6.0504,                 3.0934,             3.4177e-05,             3.4177e-05,             3.4177e-05
                    147,                  2.782,                 5.2314,                 2.9937,                      0,                      0,                      0,                      0,                 3.3249,                 6.0504,                 3.0934,             3.3588e-05,             3.3588e-05,             3.3588e-05
                    148,                 2.1746,                 5.1146,                 2.3575,                      0,                      0,                      0,                      0,                 3.3249,                 6.0504,                 3.0934,             3.2999e-05,             3.2999e-05,             3.2999e-05
                    149,                 2.2111,                 4.8382,                 2.2928,                      0,                      0,                      0,                      0,                 3.3249,                 6.0504,                 3.0934,              3.241e-05,              3.241e-05,              3.241e-05
                    150,                 2.2875,                 5.1383,                 2.5899,                      0,                      0,                      0,                      0,                 3.3249,                 6.0504,                 3.0934,             3.1821e-05,             3.1821e-05,             3.1821e-05
                    151,                 2.1799,                  5.085,                  2.273,                      0,                      0,                      0,                      0,                 3.3249,                 6.0504,                 3.0934,             3.1232e-05,             3.1232e-05,             3.1232e-05
                    152,                 2.3333,                 4.9079,                 2.5086,                      0,                      0,                      0,                      0,                 3.3879,                 6.0162,                 3.1647,             3.0643e-05,             3.0643e-05,             3.0643e-05
                    153,                 2.2415,                 4.9876,                 2.3364,                      0,                      0,                      0,                      0,                 3.3879,                 6.0162,                 3.1647,             3.0053e-05,             3.0053e-05,             3.0053e-05
                    154,                 2.0764,                 4.9729,                 2.2773,                      0,                      0,                      0,                      0,                 3.3879,                 6.0162,                 3.1647,             2.9464e-05,             2.9464e-05,             2.9464e-05
                    155,                 2.1699,                 5.1392,                  2.463,                      0,                      0,                      0,                      0,                 3.3879,                 6.0162,                 3.1647,             2.8875e-05,             2.8875e-05,             2.8875e-05
