                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 2.6646,                 5.2566,                  2.553,                      0,                      0,                      0,                      0,                 3.2817,                 5.9267,                 3.0334,             1.4104e-05,             1.4104e-05,             1.4104e-05
                     21,                 2.9604,                 5.1301,                 2.9713,                      0,                      0,                      0,                      0,                 3.2817,                 5.9267,                 3.0334,             1.4375e-05,             1.4375e-05,             1.4375e-05
                     22,                 2.6917,                  5.026,                 2.6541,                      0,                      0,                      0,                      0,                 3.3191,                 5.9003,                 3.0639,             1.4599e-05,             1.4599e-05,             1.4599e-05
                     23,                  2.602,                 5.0877,                 2.6168,                      0,                      0,                      0,                      0,                 3.3191,                 5.9003,                 3.0639,             1.4776e-05,             1.4776e-05,             1.4776e-05
                     24,                 2.7173,                 5.0245,                 2.7369,                      0,                      0,                      0,                      0,                 3.3191,                 5.9003,                 3.0639,             1.4906e-05,             1.4906e-05,             1.4906e-05
                     25,                 2.6675,                 5.0476,                 2.5215,                      0,                      0,                      0,                      0,                 3.3907,                 5.8646,                 3.1031,             1.4988e-05,             1.4988e-05,             1.4988e-05
                     26,                  2.478,                 5.2052,                 2.4205,                      0,                      0,                      0,                      0,                 3.3907,                 5.8646,                 3.1031,             1.5024e-05,             1.5024e-05,             1.5024e-05
                     27,                 3.0732,                 5.3419,                 2.8694,                      0,                      0,                      0,                      0,                 3.3907,                 5.8646,                 3.1031,             1.5012e-05,             1.5012e-05,             1.5012e-05
                     28,                 2.8286,                 5.0667,                 2.5445,                      0,                      0,                      0,                      0,                 3.3554,                 5.8535,                 3.0612,             1.4953e-05,             1.4953e-05,             1.4953e-05
                     29,                 2.7626,                 5.1129,                 2.5086,                      0,                      0,                      0,                      0,                 3.3554,                 5.8535,                 3.0612,             1.4847e-05,             1.4847e-05,             1.4847e-05
                     30,                 2.7862,                 5.1547,                 2.6674,                      0,                      0,                      0,                      0,                 3.3554,                 5.8535,                 3.0612,             1.4694e-05,             1.4694e-05,             1.4694e-05
                     31,                 2.6721,                 5.3839,                 2.8745,                      0,                      0,                      0,                      0,                 3.3573,                 5.8635,                 3.0512,             1.4494e-05,             1.4494e-05,             1.4494e-05
                     32,                 2.7868,                 5.3133,                 2.6828,                      0,                      0,                      0,                      0,                 3.3573,                 5.8635,                 3.0512,             1.4247e-05,             1.4247e-05,             1.4247e-05
                     33,                 2.5616,                 4.9588,                 2.8592,                      0,                      0,                      0,                      0,                 3.3573,                 5.8635,                 3.0512,             1.3953e-05,             1.3953e-05,             1.3953e-05
                     34,                 2.6563,                 5.0391,                 2.5231,                      0,                      0,                      0,                      0,                 3.5086,                 5.8566,                 3.1465,             1.3611e-05,             1.3611e-05,             1.3611e-05
                     35,                 2.4161,                  4.983,                 2.4278,                      0,                      0,                      0,                      0,                 3.5086,                 5.8566,                 3.1465,             1.3222e-05,             1.3222e-05,             1.3222e-05
                     36,                 2.9596,                 5.0268,                 2.7367,                      0,                      0,                      0,                      0,                 3.5086,                 5.8566,                 3.1465,             1.2787e-05,             1.2787e-05,             1.2787e-05
                     37,                 2.6122,                 5.1141,                 2.4895,                      0,                      0,                      0,                      0,                 3.5086,                 5.8566,                 3.1465,             1.2304e-05,             1.2304e-05,             1.2304e-05
                     38,                 2.3025,                  4.974,                  2.356,                      0,                      0,                      0,                      0,                 3.5259,                 5.8931,                 3.1517,             1.1774e-05,             1.1774e-05,             1.1774e-05
                     39,                 2.6747,                 5.1024,                 2.9123,                      0,                      0,                      0,                      0,                 3.5259,                 5.8931,                 3.1517,             1.1196e-05,             1.1196e-05,             1.1196e-05
                     40,                 3.0658,                 5.3119,                 2.5806,                      0,                      0,                      0,                      0,                 3.5259,                 5.8931,                 3.1517,             1.0572e-05,             1.0572e-05,             1.0572e-05
                     41,                 3.3898,                 5.4945,                 3.2154,                      0,                      0,                      0,                      0,                 3.5259,                 5.8931,                 3.1517,             9.9008e-06,             9.9008e-06,             9.9008e-06
                     42,                 3.0538,                   5.46,                 3.2607,                      0,                      0,                      0,                      0,                 3.6442,                 5.9454,                 3.1518,             9.1823e-06,             9.1823e-06,             9.1823e-06
                     43,                 3.2537,                 5.9735,                 2.9883,                      0,                      0,                      0,                      0,                 3.6442,                 5.9454,                 3.1518,             8.4166e-06,             8.4166e-06,             8.4166e-06
                     44,                 2.7344,                 5.7122,                 2.9352,                      0,                      0,                      0,                      0,                 3.6442,                 5.9454,                 3.1518,             7.6039e-06,             7.6039e-06,             7.6039e-06
                     45,                  2.807,                 5.3476,                 3.1582,                      0,                      0,                      0,                      0,                 3.6442,                 5.9454,                 3.1518,              6.744e-06,              6.744e-06,              6.744e-06
                     46,                 3.3438,                  5.852,                 3.3958,                      0,                      0,                      0,                      0,                  3.539,                 5.9962,                 3.0896,             5.8369e-06,             5.8369e-06,             5.8369e-06
                     47,                  3.565,                 5.7969,                 3.3888,                      0,                      0,                      0,                      0,                  3.539,                 5.9962,                 3.0896,             4.8828e-06,             4.8828e-06,             4.8828e-06
                     48,                 3.7121,                 5.8733,                 3.3889,                      0,                      0,                      0,                      0,                  3.539,                 5.9962,                 3.0896,             3.8815e-06,             3.8815e-06,             3.8815e-06
                     49,                  3.037,                 5.5864,                 3.1517,                      0,                      0,                      0,                      0,                  3.539,                 5.9962,                 3.0896,             2.8332e-06,             2.8332e-06,             2.8332e-06
                     50,                 2.8126,                 5.5207,                 2.7491,                      0,                      0,                      0,                      0,                 3.5449,                   6.04,                 3.1084,             1.7376e-06,             1.7376e-06,             1.7376e-06
