                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                 2.0416,                 5.2552,                 2.2054,                      0,                      0,                      0,                      0,                 3.4211,                 5.8846,                  3.054,             3.4956e-05,             3.4956e-05,             3.4956e-05
                     52,                 2.5271,                 5.2551,                 2.7643,                      0,                      0,                      0,                      0,                 3.4211,                 5.8846,                  3.054,             3.5155e-05,             3.5155e-05,             3.5155e-05
                     53,                 2.4188,                  4.883,                 2.5281,                      0,                      0,                      0,                      0,                 3.5144,                 5.9883,                 3.1313,             3.5333e-05,             3.5333e-05,             3.5333e-05
                     54,                  2.315,                 4.9479,                 2.2115,                      0,                      0,                      0,                      0,                 3.5144,                 5.9883,                 3.1313,             3.5493e-05,             3.5493e-05,             3.5493e-05
                     55,                 2.8308,                 5.2563,                 2.7575,                      0,                      0,                      0,                      0,                 3.5144,                 5.9883,                 3.1313,             3.5632e-05,             3.5632e-05,             3.5632e-05
                     56,                 2.2472,                 4.8739,                 2.4266,                      0,                      0,                      0,                      0,                 3.5144,                 5.9883,                 3.1313,             3.5752e-05,             3.5752e-05,             3.5752e-05
                     57,                 2.1438,                 4.9539,                 2.4999,                      0,                      0,                      0,                      0,                 3.5144,                 5.9883,                 3.1313,             3.5852e-05,             3.5852e-05,             3.5852e-05
                     58,                 2.6606,                 5.3636,                  2.834,                      0,                      0,                      0,                      0,                 3.5144,                 5.9883,                 3.1313,             3.5933e-05,             3.5933e-05,             3.5933e-05
                     59,                  2.141,                 4.9235,                 2.3466,                      0,                      0,                      0,                      0,                 3.5144,                 5.9883,                 3.1313,             3.5994e-05,             3.5994e-05,             3.5994e-05
                     60,                 2.4769,                 5.0025,                 2.4802,                      0,                      0,                      0,                      0,                 3.5568,                 6.0241,                 3.1135,             3.6035e-05,             3.6035e-05,             3.6035e-05
                     61,                 1.9596,                 4.8822,                 2.2013,                      0,                      0,                      0,                      0,                 3.5568,                 6.0241,                 3.1135,             3.6057e-05,             3.6057e-05,             3.6057e-05
                     62,                 2.5506,                 5.1452,                 2.4501,                      0,                      0,                      0,                      0,                 3.5568,                 6.0241,                 3.1135,             3.6059e-05,             3.6059e-05,             3.6059e-05
                     63,                 2.4959,                  4.998,                 2.4739,                      0,                      0,                      0,                      0,                 3.5568,                 6.0241,                 3.1135,             3.6042e-05,             3.6042e-05,             3.6042e-05
                     64,                 2.6934,                 5.1182,                 2.5862,                      0,                      0,                      0,                      0,                 3.5568,                 6.0241,                 3.1135,             3.6004e-05,             3.6004e-05,             3.6004e-05
                     65,                 2.0418,                 4.9923,                 2.2294,                      0,                      0,                      0,                      0,                 3.5568,                 6.0241,                 3.1135,             3.5948e-05,             3.5948e-05,             3.5948e-05
                     66,                 2.8453,                 5.4491,                 2.9102,                      0,                      0,                      0,                      0,                 3.5568,                 6.0241,                 3.1135,             3.5871e-05,             3.5871e-05,             3.5871e-05
                     67,                 2.2004,                 4.9927,                 2.2038,                      0,                      0,                      0,                      0,                 3.6558,                 6.0516,                 3.1361,             3.5775e-05,             3.5775e-05,             3.5775e-05
                     68,                  2.354,                 5.1448,                 2.5954,                      0,                      0,                      0,                      0,                 3.6558,                 6.0516,                 3.1361,             3.5659e-05,             3.5659e-05,             3.5659e-05
                     69,                  2.793,                 5.0891,                 2.7054,                      0,                      0,                      0,                      0,                 3.6558,                 6.0516,                 3.1361,             3.5524e-05,             3.5524e-05,             3.5524e-05
                     70,                 2.4092,                 5.1717,                 2.3515,                      0,                      0,                      0,                      0,                 3.6558,                 6.0516,                 3.1361,             3.5369e-05,             3.5369e-05,             3.5369e-05
                     71,                 2.3523,                 5.0751,                 2.2952,                      0,                      0,                      0,                      0,                 3.6558,                 6.0516,                 3.1361,             3.5194e-05,             3.5194e-05,             3.5194e-05
                     72,                 2.4542,                 5.2097,                 2.1799,                      0,                      0,                      0,                      0,                 3.6558,                 6.0516,                 3.1361,                3.5e-05,                3.5e-05,                3.5e-05
                     73,                 2.6855,                 5.0103,                 2.5837,                      0,                      0,                      0,                      0,                 3.6558,                 6.0516,                 3.1361,             3.4786e-05,             3.4786e-05,             3.4786e-05
                     74,                 2.1591,                 4.9567,                 2.2752,                      0,                      0,                      0,                      0,                 3.6558,                 6.0516,                 3.1361,             3.4553e-05,             3.4553e-05,             3.4553e-05
                     75,                 2.0737,                 4.8618,                 2.2688,                      0,                      0,                      0,                      0,                 3.6435,                 6.0532,                 3.1363,             3.4299e-05,             3.4299e-05,             3.4299e-05
                     76,                 2.6896,                 5.0142,                 2.6113,                      0,                      0,                      0,                      0,                 3.6435,                 6.0532,                 3.1363,             3.4027e-05,             3.4027e-05,             3.4027e-05
                     77,                 2.4298,                 4.9926,                 2.3561,                      0,                      0,                      0,                      0,                 3.6435,                 6.0532,                 3.1363,             3.3734e-05,             3.3734e-05,             3.3734e-05
                     78,                 2.4222,                 4.9472,                 2.5523,                      0,                      0,                      0,                      0,                 3.6435,                 6.0532,                 3.1363,             3.3422e-05,             3.3422e-05,             3.3422e-05
                     79,                 2.1572,                 5.0941,                  2.391,                      0,                      0,                      0,                      0,                 3.6435,                 6.0532,                 3.1363,              3.309e-05,              3.309e-05,              3.309e-05
                     80,                 2.5675,                 5.1178,                 2.4982,                      0,                      0,                      0,                      0,                 3.6435,                 6.0532,                 3.1363,             3.2739e-05,             3.2739e-05,             3.2739e-05
                     81,                 2.3238,                 4.9805,                  2.613,                      0,                      0,                      0,                      0,                 3.6435,                 6.0532,                 3.1363,             3.2368e-05,             3.2368e-05,             3.2368e-05
                     82,                 2.6832,                 5.0444,                 2.4732,                      0,                      0,                      0,                      0,                 3.6435,                 6.0532,                 3.1363,             3.1977e-05,             3.1977e-05,             3.1977e-05
                     83,                 2.0484,                 4.9805,                 2.1901,                      0,                      0,                      0,                      0,                 3.6435,                 6.0532,                 3.1363,             3.1567e-05,             3.1567e-05,             3.1567e-05
                     84,                 2.4024,                 4.9495,                 2.5786,                      0,                      0,                      0,                      0,                 3.7351,                 6.0938,                 3.1745,             3.1137e-05,             3.1137e-05,             3.1137e-05
                     85,                 2.7383,                 5.0497,                 2.6167,                      0,                      0,                      0,                      0,                 3.7351,                 6.0938,                 3.1745,             3.0688e-05,             3.0688e-05,             3.0688e-05
                     86,                 2.3495,                 5.1565,                 2.3662,                      0,                      0,                      0,                      0,                 3.7351,                 6.0938,                 3.1745,             3.0219e-05,             3.0219e-05,             3.0219e-05
                     87,                 2.2086,                 4.9733,                 2.3691,                      0,                      0,                      0,                      0,                 3.7351,                 6.0938,                 3.1745,              2.973e-05,              2.973e-05,              2.973e-05
                     88,                 2.4161,                 5.1285,                 2.4348,                      0,                      0,                      0,                      0,                 3.7351,                 6.0938,                 3.1745,             2.9221e-05,             2.9221e-05,             2.9221e-05
                     89,                 2.6644,                 5.1215,                 2.5753,                      0,                      0,                      0,                      0,                 3.7351,                 6.0938,                 3.1745,             2.8693e-05,             2.8693e-05,             2.8693e-05
                     90,                 2.2372,                 4.9536,                 2.2738,                      0,                      0,                      0,                      0,                 3.7351,                 6.0938,                 3.1745,             2.8146e-05,             2.8146e-05,             2.8146e-05
                     91,                 2.3538,                 4.9694,                 2.4462,                      0,                      0,                      0,                      0,                 3.7351,                 6.0938,                 3.1745,             2.7578e-05,             2.7578e-05,             2.7578e-05
                     92,                 2.5888,                 5.1555,                 2.3911,                      0,                      0,                      0,                      0,                 3.7351,                 6.0938,                 3.1745,             2.6991e-05,             2.6991e-05,             2.6991e-05
                     93,                 2.6085,                 5.0626,                 2.4884,                      0,                      0,                      0,                      0,                 3.7351,                 6.0938,                 3.1745,             2.6385e-05,             2.6385e-05,             2.6385e-05
                     94,                 2.2481,                  4.896,                 2.4859,                      0,                      0,                      0,                      0,                  3.729,                 6.0963,                 3.1807,             2.5758e-05,             2.5758e-05,             2.5758e-05
                     95,                 2.2673,                 4.9135,                 2.4248,                      0,                      0,                      0,                      0,                  3.729,                 6.0963,                 3.1807,             2.5113e-05,             2.5113e-05,             2.5113e-05
                     96,                 2.1345,                 5.0525,                 2.1836,                      0,                      0,                      0,                      0,                  3.729,                 6.0963,                 3.1807,             2.4447e-05,             2.4447e-05,             2.4447e-05
                     97,                 1.9117,                 4.8003,                   2.17,                      0,                      0,                      0,                      0,                  3.729,                 6.0963,                 3.1807,             2.3762e-05,             2.3762e-05,             2.3762e-05
                     98,                 2.2966,                 4.9748,                 2.4321,                      0,                      0,                      0,                      0,                  3.729,                 6.0963,                 3.1807,             2.3057e-05,             2.3057e-05,             2.3057e-05
                     99,                  2.365,                 4.9306,                 2.5476,                      0,                      0,                      0,                      0,                  3.729,                 6.0963,                 3.1807,             2.2333e-05,             2.2333e-05,             2.2333e-05
                    100,                 1.9475,                 4.9837,                  2.233,                      0,                      0,                      0,                      0,                  3.729,                 6.0963,                 3.1807,             2.1589e-05,             2.1589e-05,             2.1589e-05
                    101,                 2.3722,                 5.0321,                 2.3424,                      0,                      0,                      0,                      0,                  3.729,                 6.0963,                 3.1807,             2.0825e-05,             2.0825e-05,             2.0825e-05
                    102,                 2.5386,                  5.159,                 2.5118,                      0,                      0,                      0,                      0,                  3.729,                 6.0963,                 3.1807,             2.0825e-05,             2.0825e-05,             2.0825e-05
                    103,                 2.4293,                 5.2606,                 2.3164,                      0,                      0,                      0,                      0,                  3.729,                 6.0963,                 3.1807,             1.9843e-05,             1.9843e-05,             1.9843e-05
                    104,                  2.231,                 4.9371,                 2.1841,                      0,                      0,                      0,                      0,                  3.729,                 6.0963,                 3.1807,             1.8862e-05,             1.8862e-05,             1.8862e-05
                    105,                 2.5854,                 5.1117,                 2.3795,                      0,                      0,                      0,                      0,                 3.6871,                 6.1123,                  3.156,              1.788e-05,              1.788e-05,              1.788e-05
                    106,                 2.3627,                 5.2594,                 2.3554,                      0,                      0,                      0,                      0,                 3.6871,                 6.1123,                  3.156,             1.6898e-05,             1.6898e-05,             1.6898e-05
                    107,                 2.5476,                 5.2536,                 2.6895,                      0,                      0,                      0,                      0,                 3.6871,                 6.1123,                  3.156,             1.5916e-05,             1.5916e-05,             1.5916e-05
                    108,                 2.1972,                 4.9792,                 2.3136,                      0,                      0,                      0,                      0,                 3.6871,                 6.1123,                  3.156,             1.4935e-05,             1.4935e-05,             1.4935e-05
                    109,                 2.2904,                 5.0132,                 2.5122,                      0,                      0,                      0,                      0,                 3.6871,                 6.1123,                  3.156,             1.3953e-05,             1.3953e-05,             1.3953e-05
                    110,                  2.734,                 5.2008,                 2.3145,                      0,                      0,                      0,                      0,                 3.6871,                 6.1123,                  3.156,             1.2971e-05,             1.2971e-05,             1.2971e-05
                    111,                 2.6739,                 5.3957,                 2.8891,                      0,                      0,                      0,                      0,                 3.6871,                 6.1123,                  3.156,             1.1989e-05,             1.1989e-05,             1.1989e-05
                    112,                 2.8621,                 5.6601,                 2.6397,                      0,                      0,                      0,                      0,                 3.6871,                 6.1123,                  3.156,             1.1008e-05,             1.1008e-05,             1.1008e-05
                    113,                 2.7707,                 5.7882,                 2.6097,                      0,                      0,                      0,                      0,                 3.6871,                 6.1123,                  3.156,             1.0026e-05,             1.0026e-05,             1.0026e-05
                    114,                  2.771,                 5.4959,                 2.9681,                      0,                      0,                      0,                      0,                 3.6871,                 6.1123,                  3.156,              9.044e-06,              9.044e-06,              9.044e-06
                    115,                  2.961,                 5.7751,                 2.7029,                      0,                      0,                      0,                      0,                 3.6871,                 6.1123,                  3.156,             8.0623e-06,             8.0623e-06,             8.0623e-06
                    116,                 3.1442,                 5.5395,                 2.9561,                      0,                      0,                      0,                      0,                 3.6433,                 5.9554,                  3.171,             7.0805e-06,             7.0805e-06,             7.0805e-06
                    117,                 2.3274,                 5.2035,                 2.7161,                      0,                      0,                      0,                      0,                 3.6433,                 5.9554,                  3.171,             6.0987e-06,             6.0987e-06,             6.0987e-06
                    118,                 2.2734,                 5.3681,                 2.5801,                      0,                      0,                      0,                      0,                 3.6433,                 5.9554,                  3.171,              5.117e-06,              5.117e-06,              5.117e-06
                    119,                 2.7812,                 5.9501,                 2.5532,                      0,                      0,                      0,                      0,                 3.6433,                 5.9554,                  3.171,             4.1353e-06,             4.1353e-06,             4.1353e-06
                    120,                 2.6239,                 5.3879,                 2.5349,                      0,                      0,                      0,                      0,                 3.6433,                 5.9554,                  3.171,             3.1535e-06,             3.1535e-06,             3.1535e-06
